Carat,Clarity,Color,Depth,Table,Price,Lab,Dealer
1,SI1,D,65.19999695,59,8448.5,J,224
1.01,SI1,D,67.40000153,62,7770.56125,J,224
1.28,VS1,K,61.5,59,6705.12,J,224
1.35,VS2,K,62.40000153,59,6752.7,J,224
1.03,VS2,K,62.90000153,59,5152.06,J,224
1.12,SI1,J,63.09999847,55,5730.34,J,224
1.26,SI1,F,61.79999924,56,10452.96,J,87
1.52,VS2,G,62,58,16538.93,J,87
2.09,VS2,J,60.40000153,59,15059.75625,J,87
1.02,SI1,F,63.70000076,58,7665.504,J,62
1.02,VS2,I,61.90000153,63,6108.4485,J,62
1.02,SI1,H,66.69999695,57,6707.316,J,62
1.02,VS2,H,61.20000076,63,7306.1835,J,62
1.02,VS2,H,57.20000076,65,7306.1835,J,62
2,SI2,E,59,62,17537.5,D,142
0.92,SI2,H,61.70000076,60,4910.5,J,208
0.92,SI2,E,66.09999847,57,5752.3,J,208
0.92,SI1,K,64,64,3226.9,none,208
1.06,VS1,I,63.5,57,7031.775,J,142
1.1,VS2,I,63.59999847,55,6810.65,J,142
1.17,VS2,I,61.29999924,58,7279.74,J,142
1.5,VS2,H,65.5,57,11666.25,D,142
1.7,SI1,H,64.80370331,58,12444,I,142
3.05,SI1,I,63.34790039,61,24186.5,I,142
3.03,I1,H,58.29999924,60,15017.4375,I,142
0.7,VS1,G,60.20000076,57,4003.125,I,210
1.42,VVS2,F,62.09999847,57,15634.91,J,87
1.02,VS1,H,61.09999847,68,7665.504,J,62
1.02,VS2,H,69.19999695,65,7306.1835,J,62
1.02,VS1,H,67.59999847,66,7665.504,J,62
1.02,VS2,J,64.5,60,5509.581,J,62
1.02,VS1,J,60.20000076,64,5749.128,J,62
1.01,SI2,H,61.40000153,65,5929.9625,J,62
1.01,SI1,E,59.70000076,63,7946.14975,J,62
1.01,VS2,H,63.09999847,57,7234.55425,J,62
1.01,VS2,H,63.70000076,55,7234.55425,J,62
1.01,SI1,H,63,59,6641.558,J,62
1.01,VS2,J,63.09999847,57,5455.5655,J,62
1.01,SI1,I,63.40000153,61,5692.764,J,62
0.92,I1,F,56.20000076,64,3507.5,none,208
0.91,VS2,J,66.69999695,58,4163.25,none,208
1.52,VS1,I,61.5,60,13502.35,J,87
1.54,VS2,I,61,57,12587.96,J,87
1.56,VS2,I,60.29999924,58,12751.44,J,87
1.81,VS2,G,61.40000153,59,20412.04875,J,87
2.38,VS1,H,62.09999847,59,28164.92,J,87
1.22,VS1,I,60.29999924,60,7367.58,J,87
1.03,SI2,H,57.29999924,60,5104.9375,D,87
1.01,SI1,E,58.40000153,62,7223.7725,J,87
0.91,SI2,F,63.59999847,62,4510.1875,none,208
0.91,VS2,I,63.5,61,4787.7375,none,208
2.02,VS2,K,60.90000153,61,12707.0625,J,87
1.05,SI1,G,60.90000153,58,8166.375,J,75
1,SI2,H,62.09999847,57,6100,J,109
0.71,VS1,K,62.90000153,57,2354.98125,D,109
0.7,VS2,K,64,58,2241.75,D,109
0.82,SI1,J,61.59999847,58,3001.2,J,109
1.76,VS1,I,58.90000153,59,16197.94,J,109
0.92,VS2,I,62.59999847,59,4833.335,J,170
0.91,SI1,K,64.40000153,61,3469.375,none,208
0.91,VS2,H,67.80000305,58,5620.3875,J,208
0.91,SI1,H,61,62,5342.8375,J,208
1.14,VS2,I,63.29999924,59,6649.7625,J,51
0.71,VS1,F,61.79999924,58,4705.6315,J,146
1.64,SI2,F,61.79999924,56,13662.963,J,87
0.71,IF,I,61.79999924,57,3930.3825,J,142
2.64,VS1,F,59.79999924,61,43883.4,J,92
1.5,SI2,I,63,62,8921.25,J,51
0.91,VS1,D,64.5,56,7424.4625,J,208
0.9,SI1,G,61.79999924,56,6176.25,K,208
0.9,SI2,D,62.20000076,58,5695.875,none,208
0.9,VVS2,H,64.59999847,60,6107.625,J,208
2.06,SI1,H,62,57,17812.305,C,167
0.9,VS2,F,66.90000153,57,6313.5,J,208
0.89,SI2,F,63,64,3868.1625,none,208
0.86,VS1,K,58.09999847,60,3016.45,none,208
0.86,I1,E,61.29999924,58,3016.45,none,208
0.86,SI2,F,62.70000076,56,4983.7,K,208
0.85,SI1,K,61.79999924,60,2722.125,none,208
0.83,VS1,J,65.30000305,58,3290.95,none,208
1.02,VS2,E,64,59,8166.375,J,89
0.83,VS2,G,64.80000305,58,4746.5625,J,208
0.83,SI2,E,63,60,4683.275,J,208
1.01,SI2,D,64.30000305,60,7471.75275,J,62
1.51,VS2,J,63.20000076,59,9498.84375,J,51
1.01,SI2,H,63.29999924,55,5929.9625,J,62
0.83,I1,D,64,62,2847.9375,none,208
0.81,VS2,F,,,6176.25,none,89
0.9,SI2,D,,,7548.75,none,89
0.94,I1,H,,,3440.4,none,89
1,SI2,G,,,8082.5,none,89
1.54,SI2,G,62.5,59,12212.2,J,109
1.01,I1,J,,,3696.6,none,89
1.16,SI1,G,61.90000153,56,8491.2,J,109
1.01,SI1,I,,,7393.2,none,89
2.62,SI2,I,61.90000153,58,19657.86,J,109
3.73,VS1,I,59.59999847,59,44595.88,J,109
0.72,VS1,F,62.20000076,59,4655.52,J,109
1.2,VS1,H,61.5,61,9369.6,D,109
1.02,SI2,G,58.70000076,58,6595.32,J,109
1.01,SI1,E,64,58,7946.14975,J,62
1.5,SI2,I,58.5,62,9699,J,109
0.53,VS1,G,61.70000076,56,2651.06,J,109
1,VS2,H,61.09999847,58,6976.875,J,57
0.82,VS2,D,63.5,53,6127.45,K,208
1.01,VS2,K,64.30000305,61,4981.1685,J,62
1.01,SI1,H,58.90000153,62,6037.78,D,140
1.01,SI1,H,58.79999924,61,6037.78,D,140
1.17,SI1,J,61.09999847,63,5754.20625,D,109
1.01,SI1,G,58.09999847,61,6469.05,D,140
1.91,SI1,G,62.29999924,58,20185.3575,J,109
1.03,SI2,E,59.59999847,60,7539.6,J,109
1.02,SI1,F,58.09999847,60,7964.16,J,109
1,VS2,G,60.5,57,8174,J,109
1.51,SI2,D,60.5,58,13471.0875,D,109
1.01,SI2,I,61.59999847,59,5298.46,J,109
1.2,VS2,G,,,9836.25,J,139
0.82,SI2,F,58.90000153,61,4439.275,J,208
0.82,SI1,E,62.79999924,55,5439.675,K,208
0.82,I1,G,63.20000076,58,2626.05,none,208
0.82,SI2,D,64.90000153,58,4814.425,J,208
0.81,SI2,F,64.09999847,57,3396.9375,none,208
0.81,VS1,K,62.70000076,61,2779.3125,none,208
0.81,VVS2,G,63.79999924,58,5311.575,J,208
0.81,VS2,G,59.20000076,62,4755.7125,J,208
0.81,VS1,E,61.09999847,65,5311.575,J,208
0.81,SI2,D,62.79999924,59,4755.7125,J,208
0.81,SI1,D,60.79999924,60,5249.8125,J,208
0.81,SI1,E,62.90000153,54,5373.3375,K,208
1.5,VVS2,E,61.90000153,62,19947,J,95
3.04,SI1,G,61.40000153,62,39915.96,J,196
2.5,SI2,F,60.70000076,57,26249.0625,J,196
2.37,VS1,H,60.90000153,61,28747.7445,J,196
2.26,SI1,D,62.09999847,56,30522.204,J,196
2.25,SI2,H,61.20000076,60,18666,J,196
2.2,VS2,G,61.59999847,58,29711.88,J,196
1.38,SI2,F,62,58,10017.42,J,95
2.17,VS1,G,61.5,59,31206.2275,J,196
2.03,SI1,G,57.20000076,65,21825.0375,J,196
2.03,SI1,G,62.09999847,61,20370.035,D,196
1.5,VS1,J,62,58,9950.625,J,51
1.85,VS2,H,63,54,16927.5,J,222
1.52,SI1,I,59.09999847,58,10431,J,51
1.15,VS1,K,62.09999847,57,5787.375,J,51
1.01,SI1,H,60.40000153,64,6641.558,J,62
2.01,SI2,J,61.40000153,57,11954.475,J,196
1.62,SI1,F,61.79999924,58,16305.3,J,201
1.63,SI1,I,58.20000076,57,11185.875,J,51
1.33,IF,D,60.79999924,60,29308.2125,J,95
0.71,SI1,F,62.09999847,56,3816.69375,J,51
2,SI1,I,62.09999847,60,15783.75,J,51
1.25,VS2,G,60.29999924,59,10293.75,J,222
1.01,VS1,H,59.40000153,57,7393.2,J,51
2.01,SI1,J,63.29999924,55,13333.8375,J,51
1.02,SI1,F,61.5,53,7621.95,J,201
1.2,VS2,G,62.40000153,59,9058.5,J,51
1.21,VS1,H,61.20000076,58,9226.25,J,222
1.02,SI2,K,63,60,4370.955,J,224
2,VS2,E,60.79999924,59,30262.1,J,196
1.79,SI2,D,63.20000076,61,13839.8325,D,196
1.79,SI2,G,63.70000076,55,14549.5675,J,196
1.72,SI2,H,58.79999924,63,12590.4,J,196
1.71,VS1,H,63.5,60,16068.9555,J,196
1.7,SI1,H,62.79999924,60,14518,J,196
1.7,VS2,I,61.09999847,61,14243.195,J,196
1.56,VS2,F,58,60,18080.4,J,196
1.55,VS2,D,60.79999924,61,18437.25,J,196
1.54,SI1,E,62.59999847,55,16486.47,J,196
1.54,VS1,F,61,62,18788,J,196
1.51,VVS2,F,60.29999924,61,19343.1,J,196
1.51,SI1,G,61.20000076,59,14184.94,J,196
1.5,VS2,G,59.90000153,64,14925.9375,J,196
1.5,VS1,F,58.59999847,62,18300,J,196
1.37,SI1,H,58.40000153,58,9593.836,J,196
1.36,SI2,G,62.79999924,60,7144.93,D,196
0.91,VS1,I,,,5065.2875,none,162
1.34,VS2,E,61.70000076,59,12261,J,196
1.34,VS2,I,61.59999847,58,8129.043,J,196
1.31,VS2,J,62.20000076,58,6892.2375,J,196
1.3,SI2,G,61.20000076,60,8405.8,J,196
1.29,VS1,K,60.59999847,61,6232.248,J,196
1.29,SI2,E,59.29999924,63,7672.275,D,196
1.27,SI2,K,61.79999924,56,4880.61,J,196
1.26,SI1,G,56.40000153,65,6917.4,D,196
1.23,SI2,G,57.09999847,61,6461.95875,D,196
1.22,SI1,I,61.90000153,64,6429.888,J,196
1.21,SI2,F,63.29999924,59,8060.052,J,196
1.21,VS2,F,59.79999924,59,10894.356,J,196
0.6,VS2,G,64.69999695,55,1982.805,J,16
0.53,VS1,F,59.20000076,58,2402.119,J,16
2.46,IF,D,61.40000153,58,84903.948,J,29
0.77,SI2,F,59.40000153,57,3346.6125,I,129
1,VS2,G,65.09999847,76,16775,none,78
1.16,I1,F,,,3714.9,none,137
1.14,I1,H,,,4085.475,none,137
1.9,I1,G,,,8113,none,137
2.9,I1,G,,,13930.875,none,137
2.2,I1,K,,,5535.75,none,137
1.23,SI1,K,,,4126.65,none,137
0.8,SI1,G,62.40000153,62,3843,none,208
1,VS2,H,62.90000153,64,6511.75,D,140
1.1,SI2,H,63,,6290.625,D,156
1.54,SI2,G,59.40000153,62,12975.4625,J,156
1.54,SI1,H,61.70000076,,12329.625,D,156
1.22,SI2,G,,,6409.4225,D,156
1.1,SI2,H,63.29999924,,6290.625,D,156
1.03,SI2,E,61.5,55,8599.85625,K,58
0.8,VS1,H,61.90000153,58,4514,J,208
0.8,SI2,H,63.70000076,53,3843,K,208
0.71,SI2,F,62.5,55,3817.7765,J,146
0.34,VVS2,E,,,1270.325,D,139
0.8,VS2,F,60.29999924,61,5002,J,208
0.52,SI1,G,63.5,,1843.725,D,156
0.73,VVS2,K,,,2226.5,none,137
1.01,I1,F,,,2464.4,none,137
1.34,I1,K,,,3065.25,none,137
0.8,VS2,E,62.70000076,55,5490,K,208
0.8,SI1,F,62.5,55,5002,K,208
1.1,VS2,J,62,56,6022.225,J,224
1.25,VS2,E,55.5,62,10389.0625,J,164
1.71,SI2,I,63.20000076,,10365.80625,D,156
0.8,SI1,E,63.40000153,58,4575,J,51
0.77,VS1,G,61.59999847,59,4403.4375,J,51
1.21,SI2,J,61.79999924,,5166.7,D,156
1.29,SI2,E,62.29999924,59,10032.975,J,95
1.01,SI1,J,60.20000076,64,5099.76775,J,62
1.1,VS2,H,,,7674.5625,D,156
1.29,VS2,I,62.59999847,57,7524.73125,J,95
0.79,SI2,G,63.29999924,53,4035.9125,K,208
0.58,VS1,I,58.97439957,62,1724.775,I,139
0.57,SI1,F,62.66669846,64,2129.6625,I,139
1.67,SI2,H,,,10696.35,D,156
1.1,SI2,D,,,7926.1875,D,156
0.56,VVS2,E,56.80580139,63,3053.05,I,139
0.55,VS1,F,,,2684,J,139
0.52,SI1,F,58.09999847,,2081.625,D,156
1.02,SI1,D,59.71060181,60,7699.725,I,64
0.54,VS2,G,54.29999924,70,2075.22,I,139
2.68,VS1,G,62,62,38622.15,J,64
0.53,VS2,E,54.29999924,69,2545.9875,C,139
0.53,VS2,G,61.04999924,61,2040.83125,I,139
3.02,I1,F,61.09999847,60,22106.4,D,100
1.01,SI1,G,67.31710052,54,6006.975,I,64
1.28,VVS2,F,59.79999924,58,14085.632,J,95
0.53,SI2,D,55.72000122,61,1858.975,I,139
1.63,VS2,F,59.59999847,60,19637.425,J,64
2.13,VS2,G,62.40000153,60,28747.0125,J,64
1.27,SI2,I,68.30000305,57,4996.815,D,95
1.01,SI1,J,65,59,5099.76775,J,62
0.53,SI2,F,62.32740021,63,1636.70625,I,139
0.52,VS2,G,61.03649902,64,2002.325,I,139
0.51,SI2,D,57.58000183,67,1808.26875,I,139
0.51,SI2,D,58.89210129,61,1808.26875,I,139
0.51,SI2,E,63.08000183,63,1691.60625,I,139
0.51,SI2,F,61.95220184,65,1574.94375,I,139
0.5,SI2,E,,,1658.4375,none,139
0.53,SI2,E,55.83100128,61,1757.94375,I,139
0.92,VS2,G,62.5,59,6557.622,J,236
0.5,VS2,E,58,61,2230.3125,D,225
0.92,VVS2,G,59.20000076,59,6697.922,J,236
2.1,SI2,G,59.5,60,16973.25,I,21
0.41,VVS2,G,0,67,1406.8125,C,139
2.15,VS1,H,61.20000076,60,24918.5,J,164
0.79,SI1,D,62.70000076,55,5421.375,K,208
0.79,SI1,D,61.29999924,58,4999.7125,J,208
1.25,SI2,F,65.69999695,56,6405,D,95
1.25,SI1,E,61,59,10472.9375,J,95
1.21,SI1,J,62,57,5712.894,J,196
1.25,VS2,G,60.59999847,57,10856.09375,J,95
0.78,VS2,E,60,56,5412.225,K,208
1.22,VS2,J,59.29999924,57,6418.725,J,95
1.2,SI2,D,59.70000076,58,8416.17,D,95
1.2,SI1,E,59.79999924,58,10421.85,J,95
0.78,SI2,G,63.20000076,62,3509.025,none,208
0.78,SI1,G,62.90000153,61,3865.875,none,208
0.78,SI1,E,62.09999847,56,5114.85,K,208
0.78,SI1,G,62.70000076,55,4401.15,K,208
0.78,SI2,E,61.70000076,55,4758,K,208
0.77,VS2,F,63.29999924,53,4990.5625,K,208
1.18,SI2,G,59.20000076,61,7248.386,J,95
0.77,SI1,G,62,56,4403.4375,K,208
1.01,VS2,H,56.09999847,64,7234.55425,J,62
0.77,SI2,E,60.79999924,59,4051.1625,none,208
0.72,VS1,F,61.20000076,59,4771.908,J,146
1.01,SI1,I,62.09999847,62,5692.764,J,62
0.77,SI2,E,63,54,4579.575,K,208
0.76,VS2,G,62.20000076,55,4636,K,208
0.71,VS1,F,62.79999924,56,4877.78875,J,146
1.21,SI2,H,58.29999924,62,6919.6875,J,196
0.76,SI1,E,61.40000153,56,4925.75,K,208
0.71,VS1,F,63.09999847,56,4705.6315,J,146
1.11,SI1,H,62,63,6635.58,J,95
0.71,SI2,G,62.20000076,55,3462.6345,J,146
0.75,SI2,G,62.90000153,54,3888.75,K,208
0.75,SI1,D,62.5,55,5032.5,K,208
1.27,SI2,E,61.20000076,58,8134.35,C,46
1.22,SI2,D,63,57,9376.92,J,171
0.93,VS1,E,59.79999924,61,7374.9,J,236
0.75,VS2,G,63.29999924,54,4632.1875,K,208
0.74,SI2,E,61.40000153,53,4514,K,208
0.74,VS2,D,63.09999847,54,5303.95,K,208
1.1,SI1,E,60.70000076,59,8429.4375,J,95
0.73,VVS2,I,61.90000153,56,4007.7,K,208
0.73,SI1,E,63.20000076,54,4731.3125,K,208
0.73,VS2,H,63.09999847,55,4063.3625,K,208
0.73,SI1,F,62.90000153,57,4453,K,208
0.94,VS1,I,62.70000076,60,5642.256,J,236
0.71,SI1,F,59.59999847,54,4172.9185,J,146
0.73,VS2,H,62.90000153,55,3952.0375,K,208
0.73,SI1,E,62.40000153,54,4619.9875,K,208
0.71,SI1,F,62.79999924,55,4325.58625,J,146
0.72,SI1,F,63.40000153,61,3897.9,J,208
0.72,VVS2,H,61.79999924,55,4392,K,208
0.71,SI2,I,59.20000076,64,2327.9125,none,208
1.01,SI1,E,63.70000076,57,7946.14975,J,62
0.71,VS2,K,59.40000153,60,2165.5,none,208
0.71,SI1,K,58.70000076,65,2165.5,none,208
1.1,VS2,F,61.79999924,60,9058.5,J,95
0.71,VS1,G,62.29999924,59,4060.3125,J,208
0.71,VS2,G,60.20000076,57,4331,K,208
0.71,SI1,H,62.79999924,58,2923.425,none,208
0.7,VS2,K,59,65,2241.75,none,208
0.7,SI1,J,62,64,2241.75,none,208
1.01,VS1,H,61.70000076,65,7590.352,J,62
0.7,VS2,G,57.59999847,63,3843,J,208
0.7,I1,G,63.20000076,69,1601.25,none,208
0.7,VS2,E,58.90000153,62,4430.125,J,208
0.7,VS2,E,63.70000076,58,4430.125,J,208
0.7,SI2,E,62.90000153,54,3682.875,J,208
0.71,SI2,G,62.20000076,56,3462.6345,J,146
0.66,I1,K,55.59999847,68,1107.15,none,208
1.1,VS1,H,59.29999924,61,7729.92,J,95
1.01,VS1,D,58.20000076,68,10318.13475,J,62
3.04,VS2,I,58.79999924,64,31153.92,J,62
2.27,SI1,F,57.40000153,64,27970.94,J,62
2.08,SI1,J,61.90000153,61,14718.08,J,62
1.51,SI1,K,64.09999847,59,7944.4875,J,51
1.24,VS1,J,62,55,6807.6,J,51
1.51,VS2,J,62.90000153,59,9498.84375,J,51
1.26,SI1,J,62.20000076,56,6196.8375,J,51
1.24,VS2,J,62,58,6523.95,J,51
1.51,SI1,I,62,61,10362.375,J,51
1.2,VS2,J,57,58,6313.5,J,51
0.72,VS2,I,62.70000076,58,3129.3,J,51
0.7,VS1,H,62.59999847,56,3602.8125,J,51
0.72,VS1,I,63,55,3294,J,51
0.66,I1,I,63.29999924,60,1207.8,none,208
1.51,SI1,I,65.09999847,58,10362.375,J,51
1.52,VS2,K,67.80000305,57,8518.65,J,51
1.01,VS1,K,60.90000153,58,5082.825,J,51
1.07,VS2,I,60.79999924,59,6241.44375,J,51
0.64,VS1,F,62.09999847,57,3513.6,J,208
1.01,VS2,G,63.09999847,58,7624.2375,J,51
1.5,SI1,K,60.09999847,62,7891.875,J,51
1.09,VS2,J,62.29999924,55,5734.7625,J,51
1.12,SI2,H,58.5,60,6405,J,51
1.01,SI2,G,63.79999924,58,6122.49375,J,51
1.15,SI1,J,56.70000076,57,5655.84375,J,51
0.64,VS2,E,58.40000153,62,3513.6,J,208
1.07,SI1,E,59.40000153,59,8077.1625,J,51
1.02,SI1,G,59.29999924,61,6999.75,J,51
2.05,VS1,H,58.40000153,64,24259.7,J,62
1.01,SI2,G,59.70000076,61,5877.594,D,27
1.07,SI1,D,60.90000153,58,9036.6315,J,236
1.01,VS2,F,56.59999847,61,8201.83125,J,51
1.01,SI1,D,63.5,60,7855.275,J,51
1.01,SI2,F,58.29999924,59,6469.05,J,51
2.03,SI2,J,66.40000153,55,12878.32,J,62
1.01,VS2,E,63.5,55,8548.3875,J,51
1.01,SI1,E,64.59999847,57,7624.2375,J,51
1,SI1,F,60.70000076,62,7320,J,51
1.13,SI1,J,59.09999847,58,5557.48125,J,51
1,VS1,E,62.09999847,57,9035.625,J,51
1.07,SI2,F,60,60,6853.35,J,51
2.01,VVS2,J,61.5,62,16920.18,J,62
1.01,VS2,F,56.59999847,61,8201.83125,J,51
0.63,I1,K,56.5,62,1104.8625,none,208
1.01,SI2,D,61.90000153,58,6986.574,D,27
0.9,VS1,E,61.09999847,57,6690.9375,J,51
0.7,VVS2,H,64.69999695,57,3762.9375,J,51
0.7,VS2,H,63.59999847,60,3442.6875,J,51
1.01,SI1,G,62.79999924,54,6931.125,J,51
1.21,VS1,I,62.29999924,57,7611.65625,J,51
2,VS1,J,63.40000153,57,15097.5,J,51
2.02,SI1,K,59.29999924,64,12013.95,J,51
2,VS2,K,63.5,56,12581.25,J,51
2.01,SI2,F,58.29999924,60,19862.82,J,62
1.01,SI1,F,70,65,7590.352,J,62
1.28,VS2,J,61.59999847,56,6734.4,J,51
1.52,VS2,K,63.20000076,60,8518.65,J,51
1.5,VS2,H,60.70000076,60,12867.1875,J,51
1.51,VS1,I,65,62,12089.4375,J,51
1.51,VS1,H,62.70000076,57,13471.0875,J,51
3.24,SI2,J,63.09999847,59,22234.5,J,51
3.01,SI1,K,62.5,58,20656.125,J,51
1.51,VS2,K,65.19999695,57,8462.60625,J,51
1.22,SI1,J,60.79999924,58,6000.1125,J,51
0.51,VS1,E,60,59,2799.9,J,225
1.21,VS2,J,61.40000153,59,6366.1125,J,51
1.21,VS2,I,60.90000153,59,7058.08125,J,51
1.17,SI1,H,60.90000153,56,7493.85,J,51
0.7,VS1,F,62.40000153,59,4243.3125,J,51
0.91,VS2,E,63.5,56,6453.0375,J,51
0.9,SI1,E,60.79999924,58,6073.3125,J,51
0.9,VS1,G,62.59999847,55,6073.3125,J,51
0.9,VS2,I,63.70000076,56,4735.125,J,51
0.9,SI2,E,63.09999847,57,5455.6875,J,51
0.9,SI1,E,64.59999847,57,6073.3125,J,51
1.85,VS1,I,59.5,64,16024.7,J,62
1.07,SI2,H,62.59999847,59,6119.0625,J,114
1.75,VS1,I,62.09999847,61,15158.5,J,62
1.66,SI1,I,63.20000076,59,12353.72,J,62
1.65,VS2,I,62.09999847,58,13487.1,J,62
1.64,SI1,J,60.09999847,64,10204.08,J,62
1.64,SI1,K,62.20000076,59,9203.68,J,62
1.57,VS2,K,62.09999847,58,9385.46,J,62
1.01,VS2,J,57.90000153,64,5455.5655,J,62
1.57,VS1,H,60.20000076,62,15131.66,J,62
1.01,SI2,H,57.09999847,62,6006.975,J,27
1.01,SI1,I,64.59999847,56,5692.764,J,62
1.56,VS2,J,61.40000153,61,10467.6,J,62
1.01,VS2,H,63.5,63,7234.55425,J,62
1.01,VS2,F,66.5,59,8539.146,J,62
0.62,VS1,D,61.29999924,60,3782,J,208
1.55,SI1,I,64.09999847,60,11535.1,J,62
1.55,VS2,E,57.5,65,18720.9,J,62
1.54,SI1,K,62,58,8642.48,J,62
1.54,SI2,J,62.59999847,59,8642.48,J,62
1.53,VS1,J,62.59999847,57,10826.28,J,62
1.53,VS2,H,57.59999847,64,14186.16,J,62
1.25,SI1,J,62,58,5337.5,D,7
1.53,SI1,H,64.5,55,13066.2,J,62
0.75,IF,G,59.79999924,59,5232.65625,J,51
0.74,VVS2,H,62,58,3977.9625,J,51
0.71,VS2,F,60.79999924,57,4060.3125,J,51
0.7,VVS2,D,61.29999924,58,5364.1875,J,51
0.53,VS1,F,60.5,58,2727.84375,J,51
1.53,SI1,F,57.5,62,15866.1,J,62
0.51,VS1,E,60,59,2687.904,J,225
1.03,SI2,G,58.40000153,59,6243.73125,J,51
2,SI2,D,60.29999924,60,18986.25,J,51
1.71,VS2,J,61.20000076,59,10756.96875,J,51
1.14,SI1,I,61.29999924,59,6258.6,J,51
1.09,VS2,I,62.59999847,58,6358.10625,J,51
1.04,SI1,G,60.09999847,60,7137,J,51
1.01,SI1,I,62.5,59,5544.9,J,51
1.01,SI1,F,63.79999924,60,7393.2,J,51
1,VS2,H,62.09999847,58,6976.875,J,51
1,SI1,F,56.59999847,61,7320,J,51
1,VS2,H,61.90000153,60,6976.875,J,51
1,VVS2,D,62.79999924,57,11437.5,J,51
1,SI1,H,58.5,61,6405,J,51
0.72,IF,D,62.70000076,56,7411.5,J,51
1.52,SI1,I,63.09999847,55,11311.84,J,62
0.71,VVS2,G,61.20000076,58,4303.93125,J,51
0.71,SI2,D,58,59,3897.9,J,51
1,VS1,F,61.20000076,64,9159.15,J,62
0.7,SI1,D,63.90000153,57,4163.25,J,51
1,SI2,H,,,5871.25,J,62
0.7,SI1,D,64.5,56,4163.25,J,51
1.5,SI1,F,61.5,59,14971.6875,J,7
0.7,VS1,F,62.40000153,61,4243.3125,J,51
0.7,VS2,G,63.5,57,3762.9375,J,51
0.7,VVS2,D,57.59999847,60,5364.1875,J,51
0.7,VS1,F,63.70000076,60,4243.3125,J,51
0.7,VVS2,D,61.20000076,60,5364.1875,J,51
0.7,VS2,G,59,59,3762.9375,J,51
0.7,VS1,D,58,60,4803.75,J,51
1.01,VS1,H,60.59999847,61,7491.776,J,27
1.02,SI1,D,61.59999847,56,9939.645,K,89
1.52,SI1,G,65.59999847,60,14278.88,J,62
1.51,SI1,H,,,12895.4,J,62
0.7,SI2,E,62,58,4026.61,J,146
0.7,VS2,E,62.59999847,55,4639.355,J,146
0.7,SI2,E,61,55,4026.61,J,146
0.7,VS2,E,62.70000076,56,4639.355,J,146
0.7,VS2,F,62.5,56,4376.75,J,146
0.7,SI1,F,63,56,4114.145,J,146
1,VS1,H,63,54,7515.2,J,62
0.7,SI1,F,61.09999847,54,4114.145,J,146
0.7,SI1,F,62.70000076,55,4114.145,J,146
1,SI1,E,57.70000076,61,7867.475,J,62
1,SI1,H,57.79999924,68,6575.8,J,62
0.7,SI1,G,60.79999924,61,3672.2,J,146
0.7,VS1,F,60.5,59,4639.355,J,146
0.7,SI2,G,61.5,58,3413.865,J,146
0.7,SI1,F,62.90000153,57,4114.145,J,146
0.93,SI1,F,62.5,55,7147.98,J,146
0.9,VS1,E,62.79999924,57,7583.0625,J,146
0.9,SI1,G,62.5,57,6546.825,J,146
1,SI1,J,62.40000153,67,5049.275,J,62
0.7,VS2,F,62.29999924,56,4376.75,J,146
0.9,SI1,F,63.29999924,57,6533.1,J,146
0.9,SI1,G,62.59999847,56,6546.825,J,146
0.9,VS2,G,61.59999847,58,6649.7625,J,146
0.91,VVS2,I,62.90000153,56,5967.325,J,146
1,VS2,H,61.79999924,64,7162.925,J,62
0.85,SI2,E,63,57,5068.3375,J,146
2.21,VS2,H,,,27636.05,J,25
1,SI1,H,59.40000153,64,6575.8,J,62
0.7,VS1,G,61.5,56,4376.75,J,146
1,I1,H,,,2745,none,137
0.7,VS2,H,62.90000153,57,3901.7125,J,146
0.82,VS1,H,61.79999924,55,4670.6175,J,146
0.7,SI1,H,62.29999924,59,3413.865,J,146
0.79,SI1,F,62.5,55,4812.97625,J,146
1,VS1,F,58.29999924,70,9159.15,J,62
1,SI1,H,64.30000305,60,6575.8,J,62
0.78,VVS2,H,62.90000153,55,4584.333,J,146
0.77,SI2,F,62.59999847,57,4140.4055,J,146
0.76,SI1,F,60.90000153,58,4466.786,J,146
1.09,SI2,H,61.40000153,58,6316.55,J,95
1.07,VS2,D,60.5,61,9925.93525,J,95
2.27,SI2,J,63,57,13500.825,D,76
1.51,VS1,J,66.19999695,55,10684.76,J,62
1.51,SI1,F,61.40000153,65,15658.7,J,62
0.75,SI2,F,62.09999847,57,4032.8625,J,146
1.5,SI1,H,61.29999924,63,12810,J,62
1.5,SI2,I,61.90000153,58,9699,J,62
1.5,SI1,G,63.79999924,55,14091,J,62
1.5,SI1,G,62.79999924,57,14091,J,62
1.68,I1,F,,,7686,none,137
0.97,VS2,I,62.5,67,5443.64,J,62
2.68,SI2,I,61.74499893,59,16143.65,I,44
0.94,SI1,I,61.29999924,61,4931.24,J,62
0.5,VS2,H,63,57,1701.9,J,225
3.01,SI1,H,56.5,57,29487.766,D,97
1.1,SI1,G,60.40000153,58,8177.8125,J,58
1,SI1,H,59.90000153,60,6862.5,J,58
1.18,I1,H,60.70000076,59,5218.55,J,126
0.9,SI1,D,,,4906.6875,D,174
0.75,VS1,I,61.90000153,57,3751.5,J,146
1.56,VS2,D,61.5,55,21030.36,J,218
0.5,VS2,D,58.90000153,61,2173.125,I,129
0.9,VS1,G,,,5284.125,D,174
1.02,SI2,D,60.53639984,56,6859.755,I,214
